2016-05-19 20:08:38.677, hide Add Element
2016-05-19 20:08:38.678, show Add Boundary
2016-05-19 20:08:39.382, boundary button
2016-05-19 20:08:39.646, hide Add Boundary
2016-05-19 20:08:39.647, show Add Element
2016-05-19 20:08:39.664, hide Add Element
2016-05-19 20:08:40.047, boundary added
2016-05-19 20:08:43.368, show Add Relationship
2016-05-19 20:08:43.539, hide Add Relationship
2016-05-19 20:08:43.541, show Add Line
2016-05-19 20:08:43.866, hide Add Line
2016-05-19 20:08:44.652, show Add Element
2016-05-19 20:08:44.667, hide Add Element
2016-05-19 20:08:44.667, show Add Image
2016-05-19 20:08:44.705, hide Add Image
2016-05-19 20:08:44.705, show Add Link
2016-05-19 20:08:44.766, hide Add Link
2016-05-19 20:08:44.767, show Add Note
2016-05-19 20:08:44.852, hide Add Note
2016-05-19 20:08:44.854, show Align Top
2016-05-19 20:08:45.786, hide Align Top
2016-05-19 20:08:45.787, show Align Left
2016-05-19 20:08:46.446, align left button
2016-05-19 20:08:51.112, hide Align Left
2016-05-19 20:08:51.114, show Align Right
2016-05-19 20:08:51.137, hide Align Right
2016-05-19 20:08:51.138, show Align Bottom
2016-05-19 20:08:51.154, hide Align Bottom
2016-05-19 20:08:54.949, exit
